x,sr,turn,sr,turn,sr,turn,sr,turn,sr,turn,sr,turn,sr,turn,sr,turn,sr,turn,sr,turn,sr,turn,sr,turn,sr,turn,sr,turn,sr,turn
300,0.88,18.32,0.78,14.36,0.84,15.88,0.72,15.24,0.7,21.04,0.58,18.64,0.64,18,0.68,15.52,0.72,16.2,0.66,18.08,0.68,22.36,0.6,17.64,0.84,16.36,0.7,19.08,0.68,21.08
301,0.64,21.76,0.7,15.28,0.76,17.68,0.68,15.6,0.76,17.28,0.62,17.56,0.76,17.16,0.82,13.92,0.68,22.8,0.74,21.64,0.8,22.04,0.74,16.44,0.76,17.36,0.58,21.68,0.82,17.56
302,0.84,19.16,0.66,17.56,0.66,16.2,0.72,16.36,0.64,18.84,0.6,17.36,0.74,17.72,0.7,17.52,0.66,18.52,0.74,23.2,0.88,17.64,0.74,16.4,0.76,17.08,0.74,17.92,0.76,16.68
303,0.7,20.88,0.8,17.6,0.82,16.4,0.56,16.4,0.6,18.48,0.66,19.44,0.74,19.36,0.66,17.2,0.74,18.16,0.68,20.8,0.68,22.64,0.78,17.36,0.84,16.36,0.74,19.96,0.6,19.2
304,0.74,20.8,0.78,14.68,0.74,17.44,0.7,19.56,0.7,21.32,0.52,18.88,0.76,15.92,0.82,15.68,0.7,18.08,0.82,21.08,0.72,23.88,0.56,19.24,0.78,18.52,0.74,22.84,0.8,18.68
305,0.64,21.28,0.76,15.36,0.64,15.72,0.7,16.76,0.78,17.56,0.68,18.48,0.84,21.04,0.74,13.4,0.8,16.92,0.66,22.96,0.7,18.4,0.84,15.2,0.82,14.32,0.74,21.68,0.68,19.24
306,0.78,19.92,0.74,16.36,0.72,16.08,0.76,16.52,0.66,19.52,0.74,16.4,0.68,16.96,0.76,15.2,0.76,14.72,0.7,19.72,0.62,22.44,0.7,15.56,0.76,16.52,0.6,22.64,0.7,18.48
307,0.7,20.44,0.68,16.68,0.64,19.16,0.52,17.88,0.5,23.28,0.74,18.76,0.66,18.12,0.64,17.04,0.72,15.4,0.68,20.44,0.74,23.84,0.76,15.16,0.9,15.12,0.56,21.08,0.58,22.92
308,0.74,19.56,0.62,18.16,0.68,21.4,0.72,17.08,0.62,21.48,0.76,18.56,0.72,17.96,0.62,20,0.8,22.76,0.7,17.88,0.72,22.32,0.76,17.48,0.94,13.84,0.54,22.24,0.58,19.84
309,0.74,19.44,0.68,16.76,0.54,19.4,0.58,18.76,0.32,27.44,0.7,19.88,0.76,19.2,0.78,16.2,0.66,16.96,0.64,23.32,0.62,25.36,0.66,18.16,0.8,15.6,0.7,21.32,0.76,18.36
310,0.66,22.2,0.84,14.36,0.56,20.36,0.54,21.08,0.52,19.48,0.74,18.56,0.74,20.4,0.74,14,0.72,19.32,0.58,23.24,0.6,24.84,0.62,19.72,0.72,15.28,0.64,19.84,0.84,14.36
311,0.64,23.4,0.72,13.04,0.74,18.2,0.78,17.16,0.7,20.92,0.74,17,0.7,20.28,0.6,16,0.74,16.64,0.56,26,0.74,23.56,0.78,15.56,0.84,15.32,0.62,20.68,0.72,16.04
312,0.56,22.96,0.82,13.36,0.6,20.12,0.72,15.84,0.6,19.84,0.56,20.12,0.7,19.16,0.64,18.36,0.78,16.8,0.6,22.76,0.72,25.8,0.74,17.24,0.84,16.92,0.66,17.48,0.66,21.76
313,0.66,19.44,0.76,13.2,0.5,21.52,0.6,16.92,0.46,20.12,0.74,18.64,0.64,20.68,0.72,16.08,0.76,17.72,0.6,24.36,0.48,26.28,0.76,17.72,0.78,15.6,0.58,22.56,0.7,18.2
314,0.64,20.88,0.82,13.36,0.56,22.04,0.6,15.92,0.56,21.08,0.52,20.72,0.52,27.96,0.72,14.72,0.76,19.08,0.6,30.72,0.56,25.24,0.64,16.52,0.78,15.36,0.74,17.52,0.7,19.2
315,0.68,19.08,0.8,15.48,0.68,17.6,0.66,17.2,0.52,22,0.7,18.36,0.5,26.48,0.68,15.64,0.68,18.24,0.64,21.2,0.66,25.88,0.64,18.04,0.66,17,0.74,19.32,0.72,19.64
316,0.76,19.6,0.7,15.24,0.7,17.24,0.68,18.88,0.5,20.36,0.44,20.16,0.68,24.44,0.68,14.64,0.7,17.28,0.6,27.4,0.72,24.12,0.64,17.16,0.68,17.84,0.76,19.56,0.7,19.52
317,0.78,20.48,0.76,15.72,0.8,18.24,0.66,16.32,0.72,17.56,0.58,17.68,0.6,21.68,0.76,15.2,0.7,18.28,0.56,24.36,0.74,20.96,0.6,22.8,0.74,21.56,0.7,17.08,0.7,20
318,0.76,19.68,0.76,16,0.78,17,0.64,16.32,0.44,24.32,0.56,21.48,0.68,23.68,0.74,14.92,0.82,17.12,0.7,22.52,0.66,19.72,0.58,17.6,0.58,20.64,0.7,18.56,0.64,19.32
319,0.58,21.84,0.82,15.76,0.68,21.64,0.74,14.2,0.56,18,0.58,17.56,0.7,20.68,0.84,14.2,0.8,17.76,0.64,17.68,0.68,22.24,0.64,20.04,0.68,24.52,0.6,24.2,0.64,19.44
320,0.84,17.28,0.8,14.04,0.68,21.08,0.78,14.76,0.36,23.16,0.6,19.36,0.66,16.64,0.72,17,0.72,16.04,0.66,21,0.76,18.64,0.68,19.24,0.62,23.2,0.68,18.32,0.54,19.04
321,0.62,21.8,0.8,14.88,0.6,19.92,0.5,20.68,0.36,20.44,0.72,17.2,0.66,19.32,0.7,14.36,0.74,20.68,0.68,21.88,0.78,20.08,0.66,19.44,0.5,26.8,0.6,19.28,0.68,20.04
322,0.66,21.28,0.62,16.96,0.56,19.96,0.7,14.76,0.64,18.32,0.72,17.12,0.7,19.24,0.74,16.4,0.78,17.6,0.48,25.56,0.72,17.36,0.66,20.48,0.82,18.56,0.72,17.84,0.64,18.44
323,0.56,21.56,0.74,15.48,0.78,16.84,0.74,15.76,0.6,24.88,0.74,16.2,0.74,17.04,0.68,14.6,0.78,17.92,0.58,23.4,0.84,16.88,0.66,15.88,0.78,21.72,0.7,17.68,0.72,17.28
324,0.64,21.16,0.8,13.24,0.66,20.8,0.64,18.32,0.6,23.16,0.52,19.08,0.68,21.16,0.62,14.96,0.74,19.08,0.72,19.44,0.88,17.84,0.7,15.2,0.82,16.56,0.6,18.44,0.7,19.76
325,0.76,19.68,0.66,18.64,0.62,21.2,0.58,17.28,0.44,23.8,0.72,16.92,0.76,16.4,0.62,13.92,0.86,17.4,0.76,20.88,0.74,19,0.78,16.56,0.68,16.84,0.62,22.96,0.66,19.36
326,0.7,22.68,0.56,18.4,0.74,16.96,0.6,19.36,0.48,25.48,0.6,18.08,0.64,17.44,0.66,19.84,0.72,17.08,0.76,20.2,0.74,18.28,0.6,21.92,0.84,18.04,0.6,21.48,0.68,19.36
327,0.7,18.72,0.76,15.96,0.82,19.2,0.72,14.2,0.58,23.72,0.68,17.4,0.62,22.72,0.62,17.68,0.54,19.52,0.64,21.68,0.78,20.44,0.82,14.84,0.74,14.36,0.7,20.28,0.76,18.36
328,0.52,22.48,0.8,14.8,0.66,18.6,0.58,15.84,0.48,23.92,0.7,18.32,0.66,17.16,0.7,18.76,0.6,21.24,0.76,20.12,0.66,19.04,0.72,17.32,0.7,15.12,0.58,24.64,0.72,19.2
329,0.72,22.24,0.58,16.4,0.7,19.88,0.6,19.44,0.58,26.08,0.62,21.2,0.68,21.52,0.66,18.2,0.6,25,0.76,18.04,0.7,18.64,0.64,19.6,0.74,16.08,0.74,18.48,0.86,18.68
330,0.76,21.8,0.78,14.92,0.78,15.96,0.66,13.88,0.58,24.04,0.62,24.04,0.58,23.32,0.48,23.2,0.56,23.44,0.7,20.28,0.82,21.28,0.7,21.08,0.66,14.92,0.72,20.48,0.72,20.04
331,0.76,18.72,0.74,16.92,0.7,20.68,0.72,15.96,0.62,21.08,0.62,22.04,0.78,21.2,0.76,18.76,0.7,21.16,0.64,20.32,0.68,18.6,0.64,20.96,0.68,16.64,0.72,17.08,0.74,21.2
332,0.78,19.08,0.7,17.4,0.64,19.96,0.76,16.48,0.82,17.92,0.38,20.88,0.7,20.08,0.64,16.88,0.6,19.6,0.72,19.4,0.66,21.68,0.68,19.72,0.82,14.32,0.74,16.88,0.68,21.68
333,0.62,19.44,0.76,17.24,0.78,16.32,0.62,17.56,0.56,21.24,0.62,17.2,0.64,20.8,0.6,21.92,0.74,17.2,0.78,27.52,0.5,24.92,0.68,17.76,0.78,15.56,0.62,19.4,0.72,20.92
334,0.74,19.64,0.7,15.36,0.82,18.44,0.58,15.64,0.48,25.6,0.6,19.08,0.66,17.64,0.66,21.08,0.74,17.88,0.68,19.28,0.78,19.24,0.66,23.92,0.78,15.48,0.68,18.08,0.64,21.96
335,0.66,18.44,0.82,14.8,0.7,18.28,0.66,16.04,0.68,18.4,0.68,14.84,0.58,17.84,0.76,16.36,0.64,19.24,0.72,19.28,0.8,22.84,0.68,18.88,0.56,17.84,0.76,17.52,0.66,20.28
336,0.86,18.52,0.64,18.28,0.88,17,0.68,15.72,0.68,20.76,0.56,19.04,0.74,20.76,0.82,14.36,0.7,17.88,0.68,19.6,0.8,17.08,0.48,20.6,0.62,16.16,0.68,17.84,0.8,20.08
337,0.66,19.04,0.78,14.32,0.82,17.36,0.68,13.8,0.7,18.24,0.6,18.32,0.78,18.44,0.82,14.04,0.82,16.16,0.74,19.12,0.58,24.68,0.7,18.12,0.84,15.88,0.78,15.96,0.84,18
338,0.66,23.96,0.84,14.24,0.68,17.16,0.6,21.52,0.72,19.68,0.6,21.04,0.8,20.16,0.78,14,0.74,18.32,0.74,17.12,0.62,21.52,0.62,19.48,0.76,15.44,0.58,17.76,0.7,21.4
339,0.72,20.16,0.72,16,0.76,17.96,0.66,18.44,0.74,18.72,0.6,19.32,0.68,20.04,0.78,13.2,0.72,19.16,0.76,17.88,0.58,23.68,0.74,17.44,0.72,15.36,0.7,18.16,0.8,15.84
340,0.66,19.6,0.74,17.04,0.68,19.48,0.64,19.2,0.84,17.68,0.58,21.4,0.54,19.04,0.8,12.64,0.68,19.16,0.82,18.52,0.68,19.32,0.78,20.8,0.72,16.64,0.54,19.2,0.78,17.48
341,0.72,20.84,0.54,19.56,0.74,19.2,0.6,19.6,0.84,18.48,0.66,18.76,0.74,18.72,0.58,16.96,0.74,18.24,0.7,18.24,0.78,21.28,0.64,21.8,0.74,15.72,0.66,19.16,0.6,24
342,0.78,21.72,0.7,16.6,0.7,20,0.72,19,0.72,21.72,0.58,19.28,0.7,19.52,0.76,12.88,0.84,17.92,0.72,17.72,0.56,23.08,0.72,19.04,0.74,13.92,0.62,23.08,0.6,22.04
343,0.76,20.4,0.74,17.64,0.72,17.96,0.62,18.52,0.66,19.92,0.62,19.36,0.8,16.24,0.7,14.28,0.82,15.32,0.72,18.12,0.68,23.88,0.56,25.6,0.72,15.92,0.74,20.48,0.54,23.56
344,0.78,19.56,0.78,15.28,0.62,18.68,0.6,20.2,0.72,20.56,0.7,16.4,0.76,18.44,0.72,13.88,0.6,18.56,0.66,18.52,0.76,20.2,0.56,18.4,0.68,15.96,0.82,17.32,0.76,19.08
345,0.68,21.12,0.76,15.32,0.62,23.24,0.68,17.32,0.58,19.72,0.64,19.16,0.72,23.32,0.64,17.48,0.76,18.04,0.76,20.84,0.84,19.16,0.62,16.44,0.82,14,0.78,18.52,0.66,19
346,0.62,24.68,0.74,17.56,0.72,18.16,0.7,15.68,0.56,22.72,0.72,19.76,0.72,18.92,0.7,12.92,0.78,17.2,0.7,19.84,0.72,23.2,0.56,20.32,0.64,15.04,0.8,19.2,0.68,16.84
347,0.68,22.12,0.7,19.16,0.7,20.16,0.66,20.72,0.7,20.92,0.76,16.64,0.72,18.92,0.76,16.04,0.74,16.88,0.72,22.88,0.7,19.2,0.76,14.8,0.78,15.68,0.7,18.44,0.66,17.92
348,0.56,26.4,0.62,17.84,0.78,19.84,0.84,14.56,0.68,20.36,0.66,17.44,0.78,17.88,0.62,15.24,0.72,16.44,0.7,21.04,0.78,19.92,0.64,21.44,0.78,16.64,0.72,17.96,0.8,17.12
349,0.48,25.68,0.56,18.88,0.64,23.04,0.56,19.16,0.74,20.04,0.64,18.44,0.66,21.88,0.8,13.88,0.74,16.76,0.72,20.28,0.8,20.12,0.68,17.56,0.78,16.36,0.72,18.44,0.8,21.76
350,0.48,25.28,0.54,17.68,0.74,18.28,0.62,15.04,0.68,18.72,0.64,16.48,0.8,18.24,0.7,14.08,0.68,18.36,0.72,21.32,0.8,19.68,0.58,19.48,0.78,15.6,0.78,18.96,0.76,17.56
351,0.78,21.64,0.62,19.56,0.76,19.32,0.68,17.88,0.52,23.76,0.56,20.52,0.66,20,0.76,13.36,0.76,16.92,0.7,18.32,0.82,16.12,0.68,17.04,0.74,16.12,0.66,19,0.78,21.6
352,0.66,22.68,0.68,19.48,0.74,19.76,0.58,15.64,0.54,24,0.62,19.24,0.76,18.4,0.76,13.32,0.78,18.44,0.82,17.92,0.74,17.96,0.7,19,0.7,15.28,0.76,19.12,0.84,16.4
353,0.6,20.48,0.72,19.92,0.72,19.32,0.58,17.84,0.54,21.68,0.78,17.92,0.62,21.04,0.82,13.4,0.7,19.72,0.72,16.88,0.68,20.88,0.62,20.04,0.68,18.16,0.7,21.04,0.64,20.6
354,0.62,21.36,0.74,16.64,0.82,18.04,0.72,17.76,0.68,20.92,0.7,18.08,0.6,18.8,0.58,17,0.84,17.28,0.6,22.84,0.8,16.8,0.68,18.72,0.74,14.44,0.64,17.04,0.78,21.6
355,0.8,18.48,0.64,19.96,0.88,16.32,0.66,18.88,0.58,21.96,0.66,16.6,0.72,19.04,0.84,17.32,0.74,18.76,0.72,20.08,0.78,18.08,0.56,21.2,0.82,16.12,0.72,19.88,0.84,18.68
356,0.44,24.92,0.56,21.32,0.64,20,0.78,15.44,0.68,18.12,0.84,15.2,0.66,17.08,0.74,17.2,0.74,18,0.66,22.68,0.82,18.92,0.54,23,0.6,18.72,0.68,20.44,0.7,21.76
357,0.36,29.56,0.72,18.84,0.86,19.4,0.54,19.68,0.54,24,0.54,21.16,0.8,18.72,0.78,17.72,0.76,17.92,0.7,19.84,0.76,16.56,0.7,18.64,0.76,14.84,0.58,23.2,0.72,21.68
358,0.64,24.04,0.68,18.76,0.72,19.44,0.78,16.64,0.72,19.28,0.62,20.4,0.6,21.16,0.84,18.8,0.72,21.04,0.64,20,0.7,23.52,0.62,19.92,0.78,19,0.7,18.04,0.68,18.56
359,0.38,23.92,0.62,19.56,0.66,21.72,0.64,16.64,0.72,18.28,0.58,19.4,0.4,20.48,0.6,21.88,0.74,15.88,0.62,21.96,0.66,21.04,0.64,18,0.8,15.52,0.64,19.84,0.7,17.44
360,0.64,22.6,0.72,19.24,0.66,17.08,0.7,15.84,0.58,20.32,0.46,22.6,0.56,23.6,0.68,22.6,0.76,17.44,0.68,20.56,0.7,21.04,0.66,18.12,0.78,16.68,0.66,18.56,0.7,20.8
361,0.82,19.68,0.74,17.76,0.76,19.44,0.72,17.76,0.64,19.04,0.74,17.96,0.76,18.32,0.68,28.16,0.74,18.8,0.54,26.24,0.66,18.48,0.7,19.52,0.64,17.52,0.64,19.04,0.66,23.48
362,0.64,20.44,0.68,17.2,0.74,17,0.86,16.24,0.76,17.52,0.7,18.72,0.74,18.16,0.82,16.68,0.74,17.64,0.74,19.84,0.72,22.68,0.64,17.96,0.78,15.36,0.68,19.28,0.84,19.76
363,0.68,20.24,0.74,15.92,0.68,21.2,0.78,15.24,0.64,18.96,0.66,18.24,0.72,20.6,0.44,21.68,0.74,17.8,0.72,19.64,0.54,19.36,0.68,18.48,0.78,16.52,0.7,18.44,0.68,21.84
364,0.54,22.4,0.76,15.48,0.8,18.08,0.76,16.04,0.7,18.88,0.56,18.88,0.66,22.96,0.76,17.16,0.66,17.92,0.84,17.6,0.68,25.44,0.58,21.56,0.74,22.92,0.66,20.24,0.72,21.52
365,0.72,20.28,0.72,16.36,0.78,19.76,0.7,18.88,0.6,25.04,0.78,17.96,0.8,20.4,0.6,20.84,0.66,18.84,0.72,20.04,0.88,18.52,0.54,20.8,0.74,21.2,0.64,18.24,0.72,22.32
366,0.66,21.2,0.66,17.6,0.82,17,0.82,14.44,0.7,19.56,0.74,20.8,0.7,20.24,0.72,14.92,0.76,18,0.7,19.96,0.78,17.6,0.7,16.96,0.62,23.56,0.58,20.4,0.78,20.8
367,0.66,20.48,0.82,16.36,0.6,20.44,0.78,16.64,0.74,21.44,0.64,21,0.72,20.24,0.8,15.6,0.76,16.92,0.64,23.36,0.7,20.8,0.72,17,0.7,22.96,0.68,18.68,0.82,21.36
368,0.66,20.8,0.8,15.52,0.88,19.04,0.72,16.56,0.8,17.36,0.66,20.48,0.72,22.72,0.66,13.36,0.7,21.24,0.66,20.2,0.62,20.84,0.62,18.44,0.6,25.92,0.78,16.88,0.7,21.96
369,0.56,20.56,0.78,14.84,0.76,18.4,0.64,16.6,0.82,16.6,0.66,19.28,0.58,23.44,0.78,16.2,0.82,16.92,0.84,20.88,0.66,17.64,0.68,17.16,0.58,25.96,0.7,18.52,0.64,21.2
370,0.64,21.56,0.78,14.84,0.42,22.84,0.66,16.8,0.76,17,0.62,23.72,0.78,21.08,0.6,19.4,0.78,15.08,0.74,22.4,0.76,20.48,0.72,19.88,0.42,28.04,0.76,19.44,0.74,15.4
371,0.66,20.76,0.66,19.68,0.82,19.32,0.72,17.8,0.68,18.12,0.66,19.64,0.64,22,0.7,16.6,0.6,19.92,0.74,18.52,0.66,20.24,0.68,18.72,0.72,21.56,0.7,19.56,0.64,22.48
372,0.76,18.92,0.66,16.76,0.66,21.44,0.66,17.36,0.86,17.64,0.54,23.52,0.64,20.08,0.72,15.88,0.66,18.04,0.36,26.88,0.56,22.36,0.6,18.72,0.8,17.68,0.76,16.88,0.72,17.2
373,0.7,20,0.82,15.36,0.82,20.48,0.74,17,0.64,18.96,0.7,18.72,0.56,18.52,0.74,21.24,0.74,17.24,0.56,25.76,0.68,24.88,0.72,16.76,0.7,24.4,0.66,19.8,0.74,23
374,0.82,18,0.7,18.76,0.74,17.48,0.82,16.92,0.8,16.16,0.66,18.72,0.52,21.16,0.6,23.28,0.7,16.52,0.6,22.2,0.72,19.32,0.72,15.88,0.8,23.64,0.7,22.32,0.68,17.08
375,0.78,17.16,0.68,19.32,0.82,17.12,0.78,17.36,0.72,15.24,0.72,17.96,0.68,20.52,0.68,23.84,0.6,18.16,0.8,20.6,0.6,19.64,0.68,18.88,0.66,22.4,0.64,22.88,0.76,19.28
376,0.84,17.44,0.8,14.56,0.7,18.6,0.74,17.32,0.8,16.84,0.74,18.24,0.68,19.2,0.48,20.76,0.6,19,0.74,18.12,0.6,25.12,0.48,22.28,0.6,23.48,0.68,21.2,0.64,19.72
377,0.78,17.36,0.78,14.8,0.72,16.88,0.82,15.32,0.72,18.48,0.7,18.28,0.78,19.4,0.62,17.44,0.66,17,0.82,17.32,0.66,22.6,0.52,20.72,0.66,19.24,0.58,24.08,0.8,15
378,0.76,19.32,0.66,17.88,0.64,19.16,0.76,15.88,0.84,15.2,0.64,17.48,0.7,17.28,0.76,19.6,0.44,26.44,0.68,20.2,0.7,27.72,0.68,17.08,0.7,17.24,0.66,20.16,0.74,18.52
379,0.8,19.28,0.7,19.08,0.68,21.6,0.7,15.76,0.74,16.24,0.68,20.76,0.66,21.12,0.68,19,0.72,18.12,0.72,18.76,0.52,28.16,0.58,21.16,0.76,17.6,0.6,19.96,0.64,20.4
380,0.84,19.24,0.66,18.96,0.64,21.84,0.64,17.48,0.7,16.4,0.7,18.32,0.54,21.52,0.66,14.88,0.64,22.6,0.74,19.8,0.74,28.76,0.5,22.68,0.78,15.84,0.68,19.92,0.82,15.12
381,0.76,17.68,0.54,21.04,0.84,18.72,0.66,16.64,0.82,18.24,0.72,17.16,0.6,20.4,0.78,15.68,0.78,16.36,0.72,18.84,0.66,21.24,0.62,18.8,0.8,15.96,0.58,21.44,0.68,17.64
382,0.82,21.84,0.64,19.68,0.68,21.96,0.76,14.44,0.72,20.8,0.56,25.12,0.66,18.04,0.72,12.72,0.78,16.48,0.76,17.4,0.64,24,0.72,16,0.82,16.2,0.74,17.4,0.78,19.8
383,0.68,21.24,0.7,17.6,0.76,17.72,0.68,16.48,0.66,19.24,0.58,19.44,0.84,17.08,0.72,14.72,0.66,19.12,0.76,19.04,0.72,22.64,0.66,18.92,0.78,13.8,0.68,17.84,0.72,17.76
384,0.58,20.36,0.74,16.72,0.68,20.88,0.6,16.56,0.8,16.36,0.64,18.08,0.56,21.28,0.82,13.64,0.78,15.52,0.74,19.72,0.74,20.96,0.62,18.64,0.76,15.72,0.72,20.52,0.72,18.36
385,0.72,19.56,0.78,16.96,0.64,21.96,0.56,18.56,0.64,20.76,0.6,20.24,0.74,15.36,0.78,12.76,0.68,18.84,0.78,20.04,0.64,23.96,0.72,16.36,0.6,19.72,0.8,16.84,0.84,17.2
386,0.9,16.76,0.72,18.52,0.7,19.28,0.62,17.52,0.78,18.72,0.7,15.08,0.7,19.8,0.76,15.68,0.56,21.64,0.72,20.32,0.7,22.52,0.7,16.4,0.7,14.56,0.54,25.2,0.58,17.68
387,0.84,18.6,0.74,20.72,0.68,20.36,0.72,18.6,0.8,16.6,0.72,17,0.64,21.24,0.72,14.96,0.82,16.68,0.62,24.36,0.64,23.76,0.58,18.92,0.84,13.2,0.6,22.4,0.54,19.16
388,0.66,19.28,0.72,19.6,0.68,19.72,0.6,17.64,0.72,14.96,0.62,19.32,0.82,22.4,0.8,14.4,0.8,15.08,0.64,24.12,0.52,21.72,0.76,17.84,0.8,15.44,0.74,20.92,0.72,19.36
389,0.74,19.76,0.68,21.16,0.78,16.92,0.74,15,0.66,17.72,0.66,18.2,0.64,20.08,0.84,14.92,0.7,16.36,0.68,19.96,0.68,23.12,0.6,20.24,0.78,14.32,0.64,21.04,0.72,15.92
390,0.78,19.12,0.72,17.48,0.68,20.16,0.78,17.48,0.54,21.88,0.66,14.24,0.66,21.64,0.7,14.68,0.78,15.16,0.68,19.32,0.74,26.68,0.8,15.92,0.76,18.44,0.8,18.24,0.76,15.84
391,0.72,20.84,0.64,17.92,0.7,23.64,0.72,15.56,0.6,21.36,0.58,21.6,0.72,19.16,0.68,16,0.76,14.76,0.72,19.48,0.74,20.68,0.7,17.64,0.8,15.8,0.68,22.32,0.72,16
392,0.76,19.24,0.66,19.76,0.82,18.08,0.76,15.4,0.64,20.92,0.72,18.36,0.74,21.08,0.72,15.8,0.72,15.72,0.86,20.56,0.72,21.44,0.72,17.32,0.84,14.12,0.58,23.28,0.8,18.76
393,0.58,22.72,0.7,18.52,0.82,17.48,0.7,17.92,0.64,18.92,0.78,18.96,0.68,18.12,0.6,19.2,0.7,17.4,0.74,18.48,0.72,24,0.76,16.8,0.66,14.76,0.7,21.08,0.66,18.56
394,0.66,21.04,0.64,19.12,0.76,17.84,0.76,16.08,0.64,21.64,0.58,19.68,0.74,18,0.86,13.88,0.62,14.52,0.7,20.24,0.84,21.24,0.64,18.6,0.76,15.88,0.8,18.76,0.74,15.64
395,0.64,19.32,0.84,14.92,0.68,18.36,0.64,18.8,0.7,19.24,0.6,19.68,0.66,20.64,0.8,13.92,0.62,22.88,0.78,19.72,0.66,21.36,0.78,16.36,0.76,14.6,0.66,19.08,0.68,20.2
396,0.68,19.88,0.68,18.72,0.74,22.4,0.82,15.96,0.66,20.52,0.6,19.2,0.7,20.2,0.78,13.44,0.78,16.84,0.72,20.88,0.74,19,0.66,19.68,0.7,15.56,0.6,20.4,0.76,19.44
397,0.72,21.08,0.62,19,0.74,17.92,0.7,17.68,0.74,21.28,0.72,16.44,0.52,23.84,0.8,15.24,0.7,14.4,0.64,18.96,0.7,17.12,0.7,17,0.82,14.56,0.56,16.16,0.74,18.12
398,0.64,20,0.64,16.76,0.74,19.48,0.66,19.4,0.78,18.2,0.64,20.28,0.54,19.52,0.8,17.28,0.72,17.08,0.64,21.6,0.68,19.84,0.68,19.44,0.72,16.12,0.66,19.2,0.8,15.44
