x,sr,turn,sr,turn,sr,turn,sr,turn,sr,turn,sr,turn,sr,turn,sr,turn,sr,turn,sr,turn,sr,turn,sr,turn,sr,turn,sr,turn,sr,turn
399,0.72,19.04,0.78,15.28,0.58,19.68,0.62,21.44,0.76,18.96,0.7,17.76,0.62,18.36,0.62,18.08,0.72,15.24,0.66,20.32,0.72,18.08,0.64,20.64,0.66,15.16,0.76,16.32,0.72,18.48
400,0.7,20.76,0.7,19.04,0.62,18.36,0.8,17.76,0.78,17.32,0.74,14.92,0.76,20.08,0.76,13.52,0.76,15.88,0.7,19.32,0.8,18.52,0.72,19.48,0.84,16.48,0.8,17.52,0.74,18.52
401,0.78,19.4,0.7,14.96,0.64,22.04,0.72,15.4,0.68,22.44,0.7,20.08,0.66,16.4,0.68,15.32,0.78,15.16,0.72,19.12,0.72,17.84,0.62,18.44,0.76,18.48,0.54,17.88,0.6,19.12
402,0.74,19.68,0.84,16.64,0.8,19.28,0.78,16.72,0.72,18.28,0.52,22.52,0.76,18.08,0.82,13.4,0.72,19.6,0.74,19.08,0.8,17.6,0.6,17.56,0.8,16.56,0.66,17.2,0.76,18.72
403,0.78,18.76,0.66,18.36,0.82,17.28,0.72,15.72,0.66,19.44,0.6,20.8,0.74,18.44,0.82,14.68,0.76,17.2,0.76,17.76,0.82,16.4,0.64,20.76,0.84,15.6,0.72,16.64,0.62,16.88
404,0.9,18.16,0.64,16.84,0.66,18,0.68,15.56,0.68,17.08,0.56,18.08,0.78,19.76,0.68,16.24,0.56,19.72,0.72,17.04,0.76,16.88,0.7,18.96,0.78,17.2,0.72,16.92,0.74,18.56
405,0.8,18.96,0.86,17.28,0.8,17.56,0.74,16.32,0.8,18.08,0.66,18.2,0.68,17.6,0.68,18.2,0.62,19.64,0.7,18.92,0.74,18.64,0.7,20.12,0.8,19.24,0.68,17.92,0.76,18.6
406,0.74,19.04,0.68,19.4,0.74,17.92,0.72,18.44,0.72,17.92,0.62,17.12,0.76,18.52,0.54,17.48,0.8,19.36,0.72,17.44,0.74,17.84,0.7,16.72,0.72,16.48,0.74,18.36,0.8,17.76
407,0.8,20.24,0.8,15.84,0.72,21.24,0.86,15.76,0.74,19.72,0.58,16.72,0.62,18.56,0.6,21.52,0.7,18.4,0.7,22.8,0.74,18.64,0.72,16.48,0.72,15.16,0.68,20.48,0.74,19.72
408,0.84,19.28,0.64,17.44,0.72,18.32,0.8,16.2,0.74,16.44,0.66,17.12,0.56,19.68,0.54,17.84,0.76,17.24,0.6,20.04,0.84,18.24,0.64,17.76,0.76,14.32,0.78,18.88,0.66,18.32
409,0.72,19.84,0.78,16.64,0.62,17,0.78,15.2,0.76,15.16,0.6,20.12,0.72,22.12,0.76,18.36,0.78,14.44,0.74,16.4,0.86,20.56,0.68,19.16,0.8,15.48,0.7,19.6,0.76,19.76
410,0.84,17.64,0.76,15.56,0.8,19.24,0.82,17.04,0.7,17.96,0.66,17.56,0.64,22.2,0.62,19.48,0.78,24,0.76,18.72,0.66,16.96,0.7,16.56,0.82,14.56,0.58,22.88,0.7,20.88
411,0.7,18.72,0.74,16.16,0.72,16.48,0.7,20.8,0.68,18.92,0.56,17.52,0.66,19.56,0.6,16.32,0.74,17.36,0.78,18.2,0.64,19.44,0.74,16.68,0.58,17.04,0.64,18.68,0.78,18.2
412,0.82,19.2,0.7,16.32,0.78,19.4,0.8,14.48,0.8,18.2,0.78,19.24,0.64,19.04,0.74,15.04,0.82,17,0.82,18,0.66,16.32,0.64,19.08,0.78,15.2,0.72,19.44,0.78,18.36
413,0.74,20.44,0.78,16.12,0.64,19.44,0.74,17.48,0.66,19.6,0.68,16.24,0.72,21,0.72,15.4,0.74,17.96,0.7,18.52,0.9,15.96,0.64,18.36,0.9,15.32,0.74,18.64,0.7,17.64
414,0.76,17.72,0.74,16.32,0.76,18.76,0.78,16.92,0.72,17.76,0.64,18.56,0.76,15.4,0.8,14.52,0.68,17.76,0.74,19.24,0.68,19.84,0.48,20.76,0.7,19.52,0.7,20.16,0.7,19.52
415,0.84,19.32,0.78,17.4,0.68,18.36,0.7,14.96,0.68,17.96,0.5,20.28,0.7,15.68,0.72,15.4,0.6,18.84,0.64,21.96,0.72,20.64,0.72,18.96,0.74,16,0.72,18.6,0.76,18.56
416,0.84,19.56,0.72,18.96,0.56,20.8,0.86,14.96,0.74,19.2,0.62,18.28,0.7,20.52,0.82,12.52,0.76,16.24,0.72,20.52,0.64,21.72,0.66,22.84,0.64,16.48,0.68,21.08,0.72,18.92
417,0.72,20.12,0.72,17.6,0.54,20.84,0.62,15.44,0.7,19.24,0.76,17.6,0.7,18.48,0.7,15.48,0.74,18.12,0.78,16.68,0.82,16.84,0.64,17.64,0.78,18.52,0.68,19.52,0.72,18.6
418,0.8,17.88,0.66,15.76,0.66,18.36,0.66,19.48,0.66,21.32,0.5,19.48,0.82,17.04,0.6,17.44,0.7,15.44,0.78,15.36,0.76,19.64,0.74,20.52,0.78,17.76,0.68,20.52,0.82,23
419,0.76,18.88,0.82,18.52,0.8,16.08,0.84,14.92,0.74,19.08,0.66,19.88,0.76,19.56,0.72,15.76,0.78,18.92,0.7,20,0.84,19.2,0.46,19.68,0.76,18.88,0.74,19.08,0.8,18.24
420,0.76,18.96,0.8,17.76,0.74,18.4,0.66,19,0.72,20.92,0.66,16.44,0.74,19.6,0.8,17.16,0.74,15.96,0.68,18.24,0.7,20,0.68,15.04,0.8,15.8,0.72,19.36,0.78,19.04
421,0.72,20.32,0.74,18.6,0.66,19.64,0.7,19.68,0.74,19.12,0.72,17.4,0.66,18.2,0.7,14.6,0.8,16.96,0.86,18.28,0.76,15.24,0.7,16.48,0.74,17.04,0.82,19.64,0.8,15.68
422,0.78,21.12,0.78,18.2,0.76,21.56,0.7,19.12,0.84,16.16,0.64,16.84,0.68,18.8,0.66,13.4,0.78,18.08,0.7,20.36,0.72,16.4,0.54,18.32,0.74,15.44,0.48,20.48,0.68,18
423,0.84,19.8,0.76,17.8,0.7,18.32,0.62,16.16,0.76,17.72,0.68,17.36,0.76,18.16,0.72,15.2,0.66,18.84,0.8,19.64,0.76,17.08,0.7,19.36,0.76,15.48,0.62,24.76,0.56,18.6
424,0.86,19.08,0.72,19.44,0.6,20.44,0.64,22.12,0.66,20.48,0.66,16.68,0.76,18.32,0.66,18.08,0.74,17.92,0.64,19,0.76,15.12,0.6,16.04,0.78,20.12,0.7,19.88,0.5,21.4
425,0.74,20.92,0.74,19.32,0.68,18.76,0.82,15.96,0.72,20.04,0.62,17.28,0.66,18.36,0.72,14.24,0.74,16.56,0.72,18.6,0.76,17.28,0.72,17.76,0.82,17.32,0.72,19.88,0.62,20.8
426,0.74,19.4,0.64,21.6,0.68,18.12,0.8,15.84,0.82,18.28,0.6,19.08,0.7,18.24,0.78,15.08,0.74,17.76,0.64,21.08,0.76,14.28,0.74,15.96,0.82,18,0.72,21.84,0.56,23.28
427,0.8,18.2,0.8,17.68,0.76,19.68,0.66,20.88,0.82,18.76,0.54,21.12,0.78,20.72,0.7,15.2,0.7,18.08,0.76,18.4,0.74,16.04,0.82,17.72,0.68,16.92,0.72,20.64,0.74,19.4
428,0.78,21.08,0.84,16.12,0.76,21.48,0.6,17.76,0.84,19.48,0.7,14.4,0.7,18.92,0.62,18.32,0.7,17.48,0.66,17.6,0.68,19.16,0.62,21.08,0.72,15.08,0.78,18.28,0.78,18.28
429,0.78,19.84,0.74,17.44,0.74,18.6,0.8,17.12,0.68,21.64,0.64,18.36,0.76,18.12,0.72,15.56,0.82,17.12,0.72,19.08,0.74,17.36,0.72,20.24,0.64,16.16,0.72,20.96,0.72,16.88
430,0.74,19.96,0.78,16.04,0.64,19.12,0.66,20.68,0.68,19.16,0.5,19.28,0.76,19.32,0.76,15.36,0.58,20.68,0.8,17.68,0.74,18.48,0.54,21.6,0.76,15.48,0.7,20.72,0.56,20.2
431,0.8,20,0.62,19.24,0.52,20.56,0.62,24.12,0.54,24,0.68,18.24,0.84,17.56,0.78,15.04,0.6,20.6,0.74,19.36,0.72,18.32,0.66,18.8,0.78,18.56,0.76,20.56,0.74,19.72
432,0.84,19.64,0.74,17.56,0.6,20.48,0.48,23.64,0.76,20.16,0.76,14.16,0.7,19.64,0.76,14,0.74,16.16,0.7,19.4,0.86,15.76,0.6,20.6,0.7,16.12,0.68,18.32,0.64,16.96
433,0.76,22.24,0.82,16.08,0.6,20.36,0.6,22.92,0.84,18.64,0.54,19,0.74,19.48,0.78,14.52,0.7,19.52,0.52,19.84,0.72,16.56,0.58,21.16,0.72,18.4,0.6,22.36,0.74,17.6
434,0.74,21.88,0.8,15.36,0.58,21.68,0.56,20.96,0.66,21.48,0.58,19.32,0.7,20.88,0.78,13.56,0.7,15.8,0.74,16.76,0.7,17.36,0.7,20.32,0.86,15.8,0.68,19.52,0.76,19.72
435,0.72,21.8,0.68,16.2,0.54,22.72,0.7,20.28,0.72,18.64,0.56,19.12,0.72,20.08,0.82,13.84,0.78,18.4,0.8,17.52,0.74,15.44,0.56,21.24,0.8,14.44,0.62,18,0.68,16.84
436,0.78,19.96,0.76,18.76,0.62,20.84,0.7,17.6,0.76,19.2,0.58,21.2,0.8,19.52,0.84,12.6,0.72,16.4,0.82,16.44,0.8,15.96,0.72,16.92,0.72,17.6,0.6,22.6,0.68,19.24
437,0.74,19.28,0.68,22.48,0.66,21.28,0.56,22.4,0.64,20.72,0.46,21.36,0.64,25.84,0.78,15.12,0.74,18.56,0.78,17.4,0.76,17.2,0.76,18.68,0.74,18.72,0.78,17.32,0.72,18.4
438,0.66,22.92,0.88,18.48,0.64,23.16,0.64,18.28,0.88,17.36,0.66,16.52,0.58,23.64,0.76,14.76,0.76,17.04,0.82,17.44,0.72,17.56,0.66,19.2,0.64,16.6,0.88,15.68,0.74,20.04
439,0.72,19.52,0.72,17.68,0.76,18.48,0.72,20.6,0.7,18.04,0.42,21.52,0.7,19.04,0.64,18.96,0.72,17.84,0.76,17.48,0.76,16.36,0.78,14.8,0.64,17.04,0.76,17.96,0.7,20.2
440,0.78,20.32,0.7,16.36,0.66,22.76,0.6,22.72,0.84,18.44,0.66,17.52,0.66,21.84,0.7,14.6,0.8,18.08,0.62,19.32,0.68,17,0.64,16.96,0.74,16.84,0.84,17.2,0.72,18.72
441,0.74,19.96,0.72,17.84,0.64,21.6,0.56,22.8,0.64,17.92,0.64,18.36,0.6,21.56,0.7,15.8,0.72,19.4,0.8,17.48,0.76,17.44,0.7,18.24,0.8,15.08,0.8,17.32,0.64,20.2
442,0.78,20.36,0.74,17.6,0.64,21.24,0.56,23.88,0.64,20.08,0.68,16.08,0.62,19.84,0.8,14.68,0.76,15.76,0.76,19.16,0.8,15.44,0.68,15.44,0.72,16.04,0.78,18.12,0.66,20.44
443,0.74,21.2,0.84,18.16,0.6,25.44,0.56,23.64,0.74,23.24,0.72,14.84,0.7,21.08,0.78,13.72,0.74,17.48,0.82,19.96,0.68,21.56,0.54,18.76,0.72,18.72,0.64,18.16,0.56,19.6
444,0.62,23.44,0.76,16.2,0.72,21.92,0.52,23.72,0.86,17.96,0.66,18.32,0.54,22.72,0.7,15.68,0.66,17.28,0.76,18.84,0.76,16.12,0.74,19,0.6,20.6,0.82,16.6,0.74,19.84
445,0.78,18.24,0.8,15.4,0.64,23.04,0.66,19.16,0.72,22.36,0.7,20.24,0.7,17.4,0.74,17.12,0.78,17.76,0.78,20.2,0.58,19.68,0.66,19.12,0.66,20.24,0.7,21.28,0.68,21.28
446,0.78,21.8,0.76,18.48,0.52,26.84,0.6,22.04,0.68,21.44,0.58,17.64,0.7,19.84,0.82,16.24,0.72,19.28,0.82,17.96,0.72,19.08,0.64,18.44,0.82,17.24,0.7,19.4,0.66,20.52
447,0.76,20.12,0.66,19.28,0.7,20.8,0.62,22.68,0.7,18.4,0.62,21.76,0.76,15.6,0.76,15.48,0.72,18.4,0.7,18.44,0.8,18.04,0.58,19.36,0.8,19.12,0.68,19,0.74,19.16
448,0.72,21.04,0.68,16.44,0.6,24.92,0.68,18.28,0.8,19.44,0.64,17.36,0.66,17,0.7,14.84,0.86,16.76,0.58,22.04,0.76,16.88,0.82,15.12,0.84,30.16,0.54,21,0.74,18
449,0.74,21.2,0.72,17.56,0.64,22.8,0.64,21.6,0.74,19.36,0.54,19.24,0.74,16.32,0.56,17.76,0.7,19.4,0.66,19.88,0.78,17.44,0.72,15.8,0.6,21.48,0.72,17.28,0.74,21.44
450,0.68,23.56,0.74,20.6,0.6,23.56,0.76,19.52,0.74,18.24,0.52,20.52,0.7,17.28,0.68,15.28,0.74,16.68,0.86,17,0.64,21.84,0.66,19.24,0.76,20.64,0.7,16.08,0.76,19.48
451,0.72,23.88,0.7,18.92,0.64,22.92,0.72,20.68,0.74,17.96,0.58,22.12,0.82,15.64,0.58,16.04,0.68,18.12,0.74,17.16,0.66,21.04,0.58,19.08,0.72,21.04,0.68,20.08,0.64,17.2
452,0.76,20.56,0.66,20.24,0.64,24.68,0.64,21.44,0.72,16.12,0.74,19.44,0.68,20.2,0.84,14.48,0.74,16.88,0.74,20.44,0.8,15.16,0.6,19.96,0.72,19.16,0.68,19.72,0.66,18.36
453,0.7,24.92,0.78,17.16,0.52,24.36,0.7,20.68,0.66,20.48,0.48,20.6,0.64,19.08,0.78,17.28,0.64,18.2,0.72,18.44,0.68,20.48,0.76,17.24,0.84,18.24,0.72,16.4,0.64,18.52
454,0.72,22.84,0.78,18.28,0.62,26.48,0.68,19.72,0.78,18.48,0.54,20.6,0.68,16.88,0.7,15.68,0.78,16.56,0.7,20.72,0.86,15.72,0.68,15.8,0.68,16.12,0.82,16.88,0.8,16.2
455,0.76,22.24,0.76,18.04,0.56,27.4,0.66,20.6,0.7,16.72,0.64,17.48,0.76,18.08,0.68,15.44,0.72,16.36,0.82,16.6,0.7,20,0.68,18.12,0.72,19.96,0.68,18.96,0.68,16.96
456,0.64,23.16,0.7,17.48,0.62,25.16,0.64,19.84,0.7,16.16,0.7,18.32,0.78,19.76,0.8,12.96,0.7,17.12,0.6,19.08,0.64,21.68,0.76,20,0.64,16.68,0.72,16.28,0.76,18.4
457,0.68,23.84,0.72,18.08,0.58,24.28,0.66,20.96,0.72,21.04,0.62,19.36,0.72,19.36,0.9,15.48,0.66,16.72,0.8,17.52,0.74,20.56,0.64,21.16,0.86,13.6,0.68,17.52,0.68,20.76
458,0.78,23.32,0.8,16.6,0.7,22.32,0.74,20.04,0.78,16.76,0.58,20.6,0.66,19.96,0.6,17.56,0.76,18.16,0.64,18.12,0.8,17.2,0.64,23.24,0.82,16.4,0.68,19.32,0.72,19.12
459,0.72,24.52,0.72,19.12,0.62,23.6,0.7,21.4,0.88,16.4,0.68,17.08,0.66,18.12,0.78,20.08,0.8,16.24,0.82,19.24,0.62,21.8,0.68,18.44,0.84,16.32,0.6,23.36,0.62,19.92
460,0.82,20.24,0.8,15.8,0.62,23.72,0.62,18.52,0.86,17.04,0.64,18.6,0.8,19.04,0.62,24.28,0.68,17.36,0.8,29,0.68,20.64,0.66,20.52,0.8,15.44,0.78,17.72,0.64,17.32
461,0.72,22.2,0.62,18.56,0.56,23.04,0.62,19.16,0.74,16.88,0.48,18.96,0.76,16.36,0.66,17.52,0.76,17.16,0.66,20.72,0.76,19.48,0.72,16,0.62,19.84,0.62,19,0.76,15.92
462,0.64,25.16,0.5,20,0.64,25.56,0.74,20.24,0.76,16.72,0.58,20.8,0.72,16.4,0.74,19.64,0.7,17.88,0.72,18.12,0.58,19.44,0.72,17.44,0.74,17.08,0.78,21.68,0.62,17.68
463,0.7,22.64,0.78,16.28,0.6,23.4,0.64,20.08,0.74,16.84,0.5,19.24,0.76,21.6,0.8,16.64,0.7,17,0.7,21.28,0.72,17.36,0.74,17.2,0.72,16.52,0.56,20.2,0.9,16.68
464,0.56,28.04,0.76,16.88,0.26,30,0.66,19.08,0.66,19.52,0.56,19.48,0.76,18.68,0.8,14.32,0.76,16.72,0.72,18.92,0.78,16.44,0.6,18.2,0.74,17.4,0.66,21.2,0.72,17.16
465,0.76,20,0.84,15.84,0.58,27.08,0.74,18.44,0.78,16,0.68,20.64,0.62,20,0.78,13.8,0.84,17.56,0.72,27.68,0.72,21.04,0.68,17.32,0.66,17.52,0.76,17,0.78,16.68
466,0.64,25.12,0.78,17.84,0.54,28.64,0.66,20.88,0.62,22.12,0.64,18.72,0.74,21.2,0.72,17.44,0.64,22.08,0.56,20.04,0.7,19.12,0.7,17.52,0.78,18.88,0.7,20.84,0.62,18.52
467,0.68,23.04,0.74,19.32,0.5,27.84,0.68,20.72,0.66,16.36,0.5,21.48,0.68,18.72,0.8,12.24,0.72,19.16,0.72,19.12,0.7,17.76,0.8,17.2,0.78,14.88,0.74,16.2,0.8,16.56
468,0.62,24.04,0.66,20.52,0.68,21.6,0.66,21.6,0.66,15.96,0.58,18.36,0.66,21.4,0.76,14,0.64,20.08,0.62,20.08,0.74,18.88,0.72,17.12,0.76,15.72,0.7,18.92,0.62,15.84
469,0.48,26,0.8,19.4,0.66,22.8,0.64,21.04,0.78,18.08,0.56,15.12,0.58,23.6,0.72,13.24,0.74,16.76,0.68,27.88,0.66,20.64,0.68,17.96,0.64,15.44,0.68,21.88,0.66,21.44
470,0.66,22.68,0.78,16.68,0.74,21.36,0.66,23.28,0.74,15.36,0.62,16.32,0.62,20.56,0.8,12.8,0.74,18.44,0.66,17.16,0.84,16.56,0.7,17.68,0.74,16.84,0.64,17.88,0.74,15.6
471,0.76,19.96,0.84,16.88,0.62,23.64,0.64,22.2,0.68,18.4,0.4,19.84,0.72,17.12,0.78,17.64,0.76,16.24,0.66,19.52,0.74,18.12,0.72,21.2,0.66,14.6,0.64,18.88,0.68,18.48
472,0.64,21.76,0.82,17.16,0.68,21.08,0.76,20.88,0.62,20.72,0.44,22.48,0.72,18.16,0.74,13.32,0.76,15.6,0.82,17.36,0.7,17.64,0.74,19.28,0.74,16.04,0.66,21.16,0.78,17.68
473,0.66,23.64,0.6,18.4,0.7,23.36,0.62,22.76,0.6,18.04,0.78,16.84,0.68,20.24,0.82,14.28,0.68,20,0.68,20.6,0.76,17.76,0.78,18.16,0.7,16.08,0.66,21,0.72,17.96
474,0.44,24.2,0.76,20.92,0.64,20.92,0.66,23.76,0.72,18.32,0.62,17.8,0.6,20.68,0.76,14.92,0.64,17.16,0.74,18.84,0.58,17.92,0.78,15.76,0.7,17.36,0.66,19.84,0.74,17.88
475,0.56,24.44,0.74,19.04,0.74,20.24,0.62,23.6,0.58,21.72,0.58,19.48,0.72,19,0.82,13.12,0.84,17.08,0.72,20.08,0.54,20.08,0.66,18.8,0.68,15.56,0.82,15.96,0.8,18.16
476,0.76,19.2,0.76,17.92,0.6,25.48,0.78,19.28,0.5,20.04,0.54,18,0.56,16.8,0.68,18.88,0.82,16.84,0.74,22.44,0.72,16.96,0.72,17.96,0.72,19.08,0.72,19.64,0.72,16.04
477,0.72,20.76,0.74,19.48,0.74,18.84,0.74,18.72,0.62,18.44,0.56,16,0.78,18.56,0.76,13.6,0.74,17.4,0.8,20.6,0.62,18.84,0.64,18.92,0.78,15.92,0.72,21.2,0.78,18.04
478,0.78,20.8,0.72,16.44,0.68,21.76,0.66,21.28,0.68,18.88,0.44,22.4,0.76,16.88,0.76,18.16,0.7,16.6,0.6,20.56,0.7,16.88,0.7,17.72,0.76,18.4,0.72,18.04,0.74,19.4
479,0.72,20.76,0.7,21.88,0.72,18.28,0.66,20.52,0.78,15.88,0.56,19.16,0.7,20.76,0.74,19.12,0.7,20.2,0.7,19.6,0.74,17.68,0.76,19.48,0.84,15.48,0.82,17.92,0.9,15.72
480,0.76,19.32,0.7,19.56,0.78,17.92,0.74,20.64,0.6,19.6,0.42,21.96,0.7,18.68,0.78,14.64,0.66,18.52,0.78,18.48,0.72,18.68,0.82,15.28,0.66,15.8,0.66,20.16,0.72,16.48
481,0.72,23.36,0.62,17.84,0.76,21.36,0.72,18.4,0.72,16.2,0.52,16.96,0.74,18.84,0.66,23.48,0.8,15.96,0.74,19.72,0.76,18.76,0.7,20.84,0.78,14,0.64,20.76,0.78,18.68
482,0.72,21.32,0.56,19.24,0.74,18.36,0.72,16.28,0.66,18.16,0.58,20,0.6,21.16,0.84,14.32,0.74,18,0.72,19.8,0.72,18.68,0.68,15.36,0.76,16.44,0.72,17.12,0.72,20.92
483,0.62,22.36,0.58,22.6,0.7,20.8,0.72,20.84,0.8,16.2,0.54,20.48,0.56,16.56,0.72,16,0.92,17.24,0.86,17.96,0.6,18.84,0.64,16.76,0.7,18.84,0.74,18.2,0.78,19.8
484,0.84,19.52,0.78,20.16,0.7,21.68,0.76,18.84,0.82,15.6,0.6,21.64,0.8,17.8,0.7,18.12,0.76,15.2,0.64,18.88,0.62,19.24,0.72,17.52,0.68,16.2,0.58,19.4,0.82,17.44
485,0.74,20.08,0.72,16.92,0.76,18.08,0.7,18.04,0.78,16.08,0.58,21.28,0.62,19.72,0.4,28.88,0.66,16.28,0.74,20.16,0.68,16.24,0.78,18.04,0.82,19.32,0.66,16.96,0.68,21.52
486,0.62,21.32,0.8,18.92,0.74,19.32,0.64,17.88,0.7,17.08,0.64,18.92,0.58,21.8,0.62,20.88,0.76,19,0.7,18.68,0.76,18.8,0.62,19.28,0.7,16,0.62,21.72,0.7,18.88
487,0.7,22.6,0.66,18.28,0.72,19.68,0.7,18.28,0.68,16.16,0.52,18.88,0.68,17,0.38,25.68,0.7,19.08,0.86,18.16,0.72,16,0.72,16.28,0.74,16.04,0.68,19.04,0.76,17.52
488,0.74,22.56,0.76,16.52,0.8,19.28,0.54,24.8,0.68,16.88,0.7,18.32,0.66,19.16,0.66,19.44,0.7,20.68,0.8,18.36,0.72,17.36,0.68,18.48,0.7,18.32,0.78,18.32,0.66,19.2
489,0.84,18.04,0.76,18.08,0.84,19.56,0.62,20.92,0.76,14.8,0.54,18.8,0.84,16.56,0.78,14.96,0.82,19.16,0.74,18.36,0.7,14.48,0.68,18.72,0.68,20.6,0.74,17.8,0.7,19.48
490,0.76,20.48,0.66,20.8,0.84,19.24,0.62,23.04,0.78,16.08,0.62,16.92,0.76,18.72,0.62,16.16,0.82,20.08,0.68,21.04,0.74,18,0.76,16.76,0.86,15.76,0.66,19.44,0.74,22.2
491,0.76,20.44,0.78,16.88,0.8,18.84,0.78,17.4,0.72,16.96,0.7,15.76,0.46,24.24,0.58,19.92,0.68,20.96,0.72,17.68,0.86,17.72,0.84,15.76,0.72,16.08,0.72,16.64,0.62,20.96
492,0.82,20.36,0.68,20.24,0.72,22.6,0.64,21.4,0.86,14.4,0.72,20.56,0.62,19.32,0.8,16.2,0.76,17.52,0.84,19.4,0.78,16.88,0.78,14.92,0.76,15.44,0.68,19,0.58,18.68
493,0.7,22.72,0.58,25.36,0.78,18.8,0.7,21.28,0.72,17.76,0.74,17.2,0.72,19.48,0.76,20,0.66,20.6,0.66,19.52,0.6,21.48,0.68,18.6,0.68,14.92,0.62,22.32,0.62,21.28
494,0.7,20.64,0.62,21.56,0.72,18.04,0.7,19.24,0.64,17.28,0.74,15.72,0.76,17.72,0.66,20,0.7,20.76,0.76,17.96,0.72,16.72,0.76,15.28,0.68,16.2,0.68,20.96,0.58,18.48
495,0.74,21.8,0.7,21.24,0.86,16,0.78,18.52,0.74,15.32,0.5,19.68,0.82,18.92,0.78,17,0.56,23.52,0.76,20.28,0.7,16.96,0.76,18.52,0.58,16.36,0.68,20,0.76,17.96
496,0.7,18.36,0.76,17.88,0.72,18.84,0.72,21.2,0.72,18.08,0.68,17.84,0.76,16.32,0.64,19.68,0.66,19.88,0.86,17.08,0.8,17.64,0.68,15.72,0.76,15.44,0.74,19.68,0.74,20.8
497,0.84,18.16,0.6,20.28,0.7,20.48,0.76,17.28,0.62,18.84,0.74,15.4,0.74,23.4,0.86,18.16,0.68,18.72,0.76,18.52,0.8,15.76,0.76,16.72,0.82,14.2,0.74,18.16,0.58,23.72
498,0.76,19.88,0.66,21.28,0.82,18.16,0.74,17.28,0.62,21.96,0.56,22.2,0.74,18.48,0.64,20.28,0.76,18.88,0.8,16.4,0.78,16.2,0.7,18.12,0.64,16.84,0.66,18.28,0.66,20.2
499,0.76,20.16,0.58,20.16,0.8,19.16,0.66,20.4,0.6,18.12,0.54,21.24,0.7,20.2,0.56,18.2,0.68,17.84,0.68,17.56,0.8,15.64,0.76,15.04,0.74,17.36,0.62,18.8,0.62,14.96